name|type|low|high|elementary_school|middle_school|high_school
Galloping|Ct|29800|29849|Live Oak|Castaic MS|Castaic HS
Galton|Rd|18910|19004|Plum Cyn|Arroyo Seco JH|Saugus HS
Galvez|Ct|26100|26139|Valencia Valley|Placerita JH|Hart HS
Galway|Pl|0|0|Meadows|Placerita JH|Hart HS
Gamble House|Ct|24000|24099|Valencia Valley|Placerita JH|Hart HS
Garden Of Mums|Pl|14800|29651|Sulphur Springs|Sierra Vista JH|Canyon HS
Garden Pk|Ct|0|0|Northpark|Rio Norte JH|Valencia HS
Gardenia|Ct|24151|24164|Bridgeport|Rio Norte JH|Valencia HS
Gardenia||0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Gardenialane|Dr|15400|15449|Pinetree|Sierra Vista JH|Canyon HS
Gardeniapark|Dr|15450|15499|Pinetree|Sierra Vista JH|Canyon HS
Garfield|St|28700|28749|Live Oak|Castaic MS|Castaic HS
Garland|Ct|23800|23851|Helmers|Rio Norte JH|Valencia HS
Garland|Dr|24600|24731|Bridgeport|Rancho Pico JH|West Ranch HS
Garnet Cyn|Dr|22840|29019|Mountain View|Rio Norte JH|Valencia HS
Garnet Cyn|Dr|29020|29322|Santa Clarita|Rio Norte JH|Valencia HS
Gary|Dr|29201|29326|Pinetree|Sierra Vista JH|Canyon HS
Garyford|Rd|30000|30099|Mint Cyn|La Mesa JH|Golden Valley HS
Garza|Dr|27126|27499|Highlands|Arroyo Seco JH|Saugus HS
Garzota|Dr|22459|23047|Santa Clarita|Arroyo Seco JH|Saugus HS
Gaspe|St|16280|16699|Mint Cyn|La Mesa JH|Golden Valley HS
Gaspher|Ct|20405|20421|Rio Vista|La Mesa JH|Golden Valley HS
Gate|Rd|0|0|Northlake Hills|Castaic MS|Castaic HS
Gate|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Gateway|Ct|28900|28929|Mountain View|Rio Norte JH|Valencia HS
Gaucho|Ct|23400|23436|Valencia Valley|Placerita JH|Hart HS
Gavea|Cr|23800|23825|Meadows|Placerita JH|Hart HS
Gavilan|Dr|26600|26622|Emblem|Arroyo Seco JH|Saugus HS
Gaylemont|Wy|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Gazeley|St|16600|16799|Mint Cyn|La Mesa JH|Golden Valley HS
Gelding|Rd|31850|31951|Northlake Hills|Castaic MS|Castaic HS
Gentian|Ct|23500|23517|Northpark|Rio Norte JH|Valencia HS
Georgetown|Dr|21201|21239|Rosedell|Arroyo Seco JH|Saugus HS
Georgia|Ln|22400|22499|Foster|Arroyo Seco JH|Saugus HS
Geranimum Glen|Ln|14600|14651|Pinetree|Sierra Vista JH|Canyon HS
Gibraltar|Ln|28000|28575|Live Oak|Castaic MS|Castaic HS
Gibraltar|Pl|30500|30534|Castaic Elem|Castaic MS|Castaic HS
Gibson|Pl|27900|27999|Foster|Arroyo Seco JH|Saugus HS
Gilbert|Dr|19863|20217|Rio Vista|La Mesa JH|Golden Valley HS
Gilford|Pl|23900|23929|Helmers|Rio Norte JH|Valencia HS
Gilman|Ln|30320|30349|Castaic Elem|Castaic MS|Castaic HS
Gilmour|Rd|30600|30899|Live Oak|Castaic MS|Castaic HS
Gilmour|Rd|30900|30999|Northlake Hills|Castaic MS|West Ranch HS
Gimlet|Dr|26400|26437|Valley View|La Mesa JH|Golden Valley HS
Gina|Ct|20100|20129|Plum Cyn|Arroyo Seco JH|Saugus HS
Ginger|Wy|27600|27699|Rosedell|Arroyo Seco JH|Saugus HS
Gita|Wy|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Glacier|Pl|27700|27745|Castaic Elem|Castaic MS|Castaic HS
Gladbrook|Ct|0|0|Live Oak|Castaic MS|Castaic HS
Gladding|Wy|0|0|Emblem|La Mesa JH|Golden Valley HS
Glade|Ct|27950|27968|Castaic Elem|Castaic MS|Castaic HS
Gladesworth|Ln|17500|17699|Fair Oaks|La Mesa JH|Golden Valley HS
Gladiolus|Dr|28900|29199|Pinetree|Sierra Vista JH|Canyon HS
Gladious|Pl|28052|28056|Bridgeport|Rio Norte JH|Valencia HS
Glasgow|Dr|25104|25162|Pico Cyn|Rancho Pico JH|West Ranch HS
Glasser|Av|27500|27866|Cedarcreek|Sierra Vista JH|Canyon HS
Glasser|Av|28001|28068|Skyblue Mesa|Sierra Vista JH|Canyon HS
Glen Cyn|Pl|21600|21649|Mountain View|Rio Norte JH|Valencia HS
Glendower|Ct|29800|29833|Live Oak|Castaic MS|Castaic HS
Gleneagle|Ct|23220|23346|Northpark|Rio Norte JH|Valencia HS
Glenridge|Dr|23400|23499|Wiley Cyn|Rancho Pico JH|West Ranch HS
Glorioso|Ln|25220|25248|Pico Cyn|Rancho Pico JH|West Ranch HS
Gold Cyn|Dr|22000|28482|Mountain View|Rio Norte JH|Valencia HS
Gold Hill|Dr|27900|28099|Northlake Hills|Castaic MS|Castaic HS
Goldcrest|Dr|0|0|Bridgeport|Rancho Pico JH|West Ranch HS
Goldcrest|Dr|26300|26599|Valencia Valley|Placerita JH|Hart HS
Golden Bush|Ln|21200|26513|Rio Vista|La Mesa JH|Golden Valley HS
Golden Glen|Ct|26150|26156|Valley View|La Mesa JH|Golden Valley HS
Golden Meadow|Ln|22600|22609|Newhall|Placerita JH|Hart HS
Golden Oak|Ln|24506|24799|Newhall|Placerita JH|Hart HS
Golden Oak|Rd|0|0|Emblem|La Mesa JH|Golden Valley HS
Golden Rain|Ln|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Golden State|Hwy|38001|38001|Northlake Hills|Castaic MS|Castaic HS
Golden Triangle|Rd|20000|21449|Rio Vista|La Mesa JH|Golden Valley HS
Golden Triangle|Rd|21450|21799|Emblem|La Mesa JH|Golden Valley HS
Golden Valley|Rd|0|0|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Golden Valley|Rd|19400|19499|Valley View|La Mesa JH|Golden Valley HS
Golden Valley|Rd|26000|26699|Rio Vista|La Mesa JH|Golden Valley HS
Golden Willow|Wy|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Goldenrod|Wy|26405|26412|Rio Vista|La Mesa JH|Golden Valley HS
Goldfinch|Pl|26500|26579|Rio Vista|La Mesa JH|Golden Valley HS
Goldstream|Wy|19500|19651|Valley View|La Mesa JH|Golden Valley HS
Golf Course|Rd|23100|24199|Meadows|Placerita JH|Hart HS
Golf View|Dr|24500|24699|Meadows|Placerita JH|Hart HS
Goodrich|Ct|25101|25104|Pico Cyn|Rancho Pico JH|West Ranch HS
Goodvale|Rd|16500|18717|Mitchell|Sierra Vista JH|Canyon HS
Goodvale|Rd|18800|18945|Leona Cox|Sierra Vista JH|Canyon HS
Goodvale|Rd|19601|19659|Cedarcreek|Sierra Vista JH|Canyon HS
Grace|Ln|18005|18076|Fair Oaks|La Mesa JH|Golden Valley HS
Graceton|Dr|27900|27971|Sulphur Springs|Sierra Vista JH|Canyon HS
Graciosa|St|28100|28199|Bridgeport|Rio Norte JH|Valencia HS
Graham|Ln|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Grajuelo|Dr|26963|26979|Santa Clarita|Arroyo Seco JH|Saugus HS
Grand Cyn|Rd|29715|29770|Sulphur Springs|Sierra Vista JH|Canyon HS
Grand Oaks|Dr|0|0|Emblem|Arroyo Seco JH|Saugus HS
Grandifloras|Rd|14400|30051|Sulphur Springs|Sierra Vista JH|Canyon HS
Grandview|Dr|27300|27398|Helmers|Rio Norte JH|Valencia HS
Granger|Pl|29950|29979|Live Oak|Castaic MS|Castaic HS
Granite|Ct|28300|28399|Northpark|Rio Norte JH|Valencia HS
Granite Ridge|Ct|26912|26982|Oak Hills|Rancho Pico JH|West Ranch HS
Grano||27203|27275|Highlands|Arroyo Seco JH|Saugus HS
Grape Lily|Cr|21400|21499|Mc Grath|La Mesa JH|Golden Valley HS
Grape Myrtle|Ln|0|0|Mc Grath|La Mesa JH|Golden Valley HS
Grasshopper Fire|Rd|0|0|Northlake Hills|Castaic MS|Castaic HS
Grassy Knoll|Ln|27646|27696|Bridgeport|Rio Norte JH|Valencia HS
Gratland|Dr|20200|20223|Rio Vista|La Mesa JH|Golden Valley HS
Gravino|Rd|23600|23653|Valencia Valley|Placerita JH|Hart HS
Gray|Ln|20300|20349|Rio Vista|La Mesa JH|Golden Valley HS
Grazia|Ln|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Great Lakes|Ct|25400|25408|Newhall|Placerita JH|Hart HS
Green Hill|Dr|31900|32399|Northlake Hills|Castaic MS|Castaic HS
Green Mtn|Dr|19305|19707|Valley View|La Mesa JH|Golden Valley HS
Green Palms|Wy|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Green Ter|Dr|26300|26339|Valley View|La Mesa JH|Golden Valley HS
Greencourt|Dr|0|0|Pinetree|Sierra Vista JH|Canyon HS
Greencrest|Dr|23023|23149|Peachland|Placerita JH|Hart HS
Greenjay|Pl|20000|20036|Rio Vista|La Mesa JH|Golden Valley HS
Greenleaf|Ct|26801|26882|Oak Hills|Rancho Pico JH|West Ranch HS
Greenleaf|Dr|27604|27617|Leona Cox|Sierra Vista JH|Canyon HS
Greenmill|Av|24904|25151|Peachland|Placerita JH|Hart HS
Greenridge|Wy|0|0|Helmers|Rio Norte JH|Valencia HS
Greensbrier|Dr|24802|24999|Pico Cyn|Rancho Pico JH|West Ranch HS
Greensleeves|Ct|21700|21733|Highlands|Arroyo Seco JH|Saugus HS
Greenwood|Pl|28600|28794|Northlake Hills|Castaic MS|Castaic HS
Gregory|Ln|26700|26898|Rio Vista|La Mesa JH|Golden Valley HS
Grey|Pl|26800|26899|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Greystone|Ct|23700|23739|Northpark|Rio Norte JH|Valencia HS
Griffith|Dr|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Grommon|Wy|26800|26820|Rio Vista|La Mesa JH|Golden Valley HS
Grove|Av|0|0|Live Oak|Castaic MS|Castaic HS
Grove House|Dr|0|0|Northpark|Rio Norte JH|Valencia HS
Grovepark|Dr|21602|21985|Rosedell|Arroyo Seco JH|Saugus HS
Grovepark|Dr|22010|22180|Highlands|Arroyo Seco JH|Saugus HS
Guadilamar|Dr|22400|22624|Santa Clarita|Arroyo Seco JH|Saugus HS
Guilford|Ln|28100|28266|Rosedell|Arroyo Seco JH|Saugus HS
Gumtree|Pl|29000|29051|Mountain View|Rio Norte JH|Valencia HS
Gwenalda|Ln|26700|26851|Sulphur Springs|Sierra Vista JH|Canyon HS
Hacienda|Dr|29500|29575|Tesoro Del Valle|Rio Norte JH|Valencia HS
Hacienda|Ln|24700|24999|Newhall|Placerita JH|Hart HS
Hacienda Ranch|Ct|29300|29381|Tesoro Del Valle|Rio Norte JH|Valencia HS
Haden|Ct|23002|23021|Newhall|Placerita JH|Hart HS
Haleakala||0|0|Mc Grath|La Mesa JH|Golden Valley HS
Half Moon|Pl|28850|28899|Mountain View|Rio Norte JH|Valencia HS
Hamlet|Wy|30008|30047|Live Oak|Castaic MS|Castaic HS
Hammet|Cr|25700|25911|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Hammond|Ct|23900|23949|Helmers|Rio Norte JH|Valencia HS
Hammons|Ct|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Hampton|Dr|24402|24454|Meadows|Placerita JH|Hart HS
Hampton|Pl|22401|25430|Newhall|Placerita JH|Hart HS
Hancock|Pkwy|0|0|Live Oak|Castaic MS|Castaic HS
Happy Valley|Dr|23200|23799|Peachland|Placerita JH|Hart HS
Harby|Dr|24700|24725|Wiley Cyn|Rancho Pico JH|West Ranch HS
Hardesty|Av|27900|28113|Skyblue Mesa|Sierra Vista JH|Canyon HS
Harding|Av|28600|28751|Live Oak|Castaic MS|Castaic HS
Hardy|Pl|25402|25551|Pico Cyn|Rancho Pico JH|West Ranch HS
Harmony|Wy|29111|29129|Mountain View|Rio Norte JH|Valencia HS
Harris|Wy|17500|17651|Mitchell|La Mesa JH|Golden Valley HS
Harrison|Pkwy|0|0|Live Oak|Castaic MS|Castaic HS
Hartford|Av|27600|27743|Live Oak|Castaic MS|Castaic HS
Harwick|Pl|27601|27669|Helmers|Rio Norte JH|Valencia HS
Harwood|Dr|27900|27999|Foster|Arroyo Seco JH|Saugus HS
Haskell Cyn|Rd|28400|28755|Mountain View|Rio Norte JH|Valencia HS
Haskell Cyn - All Numbers|Rd|27800|28147|Rosedell|Arroyo Seco JH|Saugus HS
Haskell Cyn - Even Number|Rd|27600|27798|Rosedell|Arroyo Seco JH|Saugus HS
Haskell Cyn - Even Number|Rd|28148|28398|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Haskell Cyn - Odd Numbers|Rd|27601|27799|Highlands|Arroyo Seco JH|Saugus HS
Haskell Cyn - Odd Numbers|Rd|28149|28399|Rosedell|Arroyo Seco JH|Saugus HS
Haskell Vista|Ln|23200|23399|Peachland|Placerita JH|Hart HS
Hasley Cyn|Rd|27700|32799|Live Oak|Castaic MS|Castaic HS
Hatari|Wy|22902|29271|Tesoro Del Valle|Rio Norte JH|Valencia HS
Hathaway|Dr|23700|23730|Helmers|Rio Norte JH|Valencia HS
Hatridge|Ln|17901|17951|Mitchell|Sierra Vista JH|Canyon HS
Hawes|Wy|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Hawkbryn|Av|24900|25051|Wiley Cyn|Rancho Pico JH|West Ranch HS
Hawks Ridge|Dr|28359|28375|Leona Cox|Sierra Vista JH|Canyon HS
Hawks Ridge|Dr|28383|28482|Skyblue Mesa|Sierra Vista JH|Canyon HS
Hawkset|St|30032|30299|Live Oak|Castaic MS|Castaic HS
Hawthorne|Pl|25700|25769|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Haxton|Dr|27700|28166|Leona Cox|Sierra Vista JH|Canyon HS
Haycreek|Av|27800|27864|Skyblue Mesa|Sierra Vista JH|Canyon HS
Hayes|Ct|29800|29851|Live Oak|Castaic MS|Castaic HS
Hayfork|Rd|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Hayward|Dr|28000|28123|Live Oak|Castaic MS|Castaic HS
Hazel|St|0|0|Mountain View|Rio Norte JH|Valencia HS
Hazelcrest|Ln|25121|25241|Wiley Cyn|Rancho Pico JH|West Ranch HS
Hearthside|Ct|23500|23545|Northpark|Rio Norte JH|Valencia HS
Heartwood|Ct|27700|27749|Northpark|Rio Norte JH|Valencia HS
Heather|Ln|28501|28681|Northlake Hills|Castaic MS|Castaic HS
Heather Knolls|Pl|23502|23556|Peachland|Placerita JH|Hart HS
Heather Ridge|Wy|27600|27665|Leona Cox|Sierra Vista JH|Canyon HS
Heather Vale|St|25300|25329|Newhall|Placerita JH|Hart HS
Heavenly|Wy|21314|31251|Northlake Hills|Castaic MS|Castaic HS
Heidi Jo|Ln|0|0|Rosedell|Arroyo Seco JH|Saugus HS
Heidi Jo|Ln|0|0|Highlands|Arroyo Seco JH|Saugus HS
Heirloom|Pl|0|0|Emblem|Arroyo Seco JH|Saugus HS
Helios|Ct|18800|18804|Leona Cox|Sierra Vista JH|Canyon HS
Heller|Cr|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Helton|Dr|27934|27974|Plum Cyn|Arroyo Seco JH|Saugus HS
Hemingway|Av|25500|25670|Pico Cyn|Rancho Pico JH|West Ranch HS
Hemingway|Wy|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Henley|Wy|25600|25624|Pico Cyn|Rancho Pico JH|West Ranch HS
Henry Mayo|Dr|27000|30999|Live Oak|Castaic MS|Castaic HS
Hercules|St|0|0|Live Oak|Castaic MS|Castaic HS
Heritage|Ln|24201|24771|Peachland|Placerita JH|Hart HS
Heritage Oak|Ct|23500|23528|Wiley Cyn|Rancho Pico JH|West Ranch HS
Heritage View|Ln|26402|26598|Oak Hills|Rancho Pico JH|West Ranch HS
Hermes|Ln|27631|27645|Leona Cox|Sierra Vista JH|Canyon HS
Heron|Ln|17700|17774|Golden Oak|La Mesa JH|Golden Valley HS
Herrera|St|28541|28572|West Creek|Rio Norte JH|Valencia HS
Heywood|Dr|27700|27712|Rosedell|Arroyo Seco JH|Saugus HS
Hibiscus|Ct|21550|21569|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Hickory|Ct|23700|23799|Northpark|Rio Norte JH|Valencia HS
Hickory|Pl|22500|22599|Mountain View|Rio Norte JH|Valencia HS
Hidaway|Av|27025|27151|Canyon Springs|La Mesa JH|Golden Valley HS
Hidaway|Av|27200|27707|Canyon Springs|Sierra Vista JH|Canyon HS
Hidden Creek|Ln|0|0|Northpark|Rio Norte JH|Valencia HS
Hidden Hills|Dr|28308|28558|Emblem|Rio Norte JH|Valencia HS
Hidden Oak|Ct|25700|25716|Oak Hills|Rancho Pico JH|West Ranch HS
Hidden Oak|Pl|29300|29499|Sulphur Springs|Sierra Vista JH|Canyon HS
Hidden Trl|Rd|29300|29398|Live Oak|Castaic MS|Castaic HS
Hidden Valley|Ct|30407|30451|Live Oak|Castaic MS|Castaic HS
Hideout|Ct|22302|22323|Mountain View|Rio Norte JH|Valencia HS
High Country|Ln|15950|15999|Pinetree|Sierra Vista JH|Canyon HS
High Noon|Wy|16000|16033|Pinetree|Sierra Vista JH|Canyon HS
High Point|Pl|20301|20356|Skyblue Mesa|Sierra Vista JH|Canyon HS
High Ridge|Dr|28504|28750|Bouquet Cyn|Arroyo Seco JH|Saugus HS
High Sierra|Trl|28900|29099|Mountain View|Rio Norte JH|Valencia HS
Highfalls|St|16702|16939|Mitchell|Sierra Vista JH|Canyon HS
Highland|Ct|28705|28744|Northlake Hills|Castaic MS|Castaic HS
Highland Glen|Dr|23500|23544|Peachland|Placerita JH|Hart HS
Highlands|Ln|27103|27189|Helmers|Rio Norte JH|Valencia HS
Highplains|Ct|29100|29130|Live Oak|Castaic MS|Castaic HS
Highspring|Av|24906|25151|Peachland|Placerita JH|Hart HS
Hill||0|0|Live Oak|Castaic MS|Castaic HS
Hillcrest|Pkwy|0|0|Castaic Elem|Castaic MS|Castaic HS
Hillcrest|Pl|27451|27491|Helmers|Rio Norte JH|Valencia HS
Hillfield|Ln|28315|28330|Mint Cyn|La Mesa JH|Golden Valley HS
Hills|Dr|0|0|West Creek|Rio Norte JH|Valencia HS
Hillsboro|Pl|17701|17747|Mitchell|Sierra Vista JH|Canyon HS
Hillsborough|Pkwy|26982|27060|Helmers|Rio Norte JH|Valencia HS
Hillsborough - Even Numbr|Pkwy|26900|26980|Bridgeport|Rio Norte JH|Valencia HS
Hillsborough - Odd Number|Pkwy|26901|26981|Helmers|Rio Norte JH|Valencia HS
Hillsfall|Ct|26502|26530|Golden Oak|La Mesa JH|Golden Valley HS
Hilltop|Ct|20050|20062|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Hilo|Ct|23800|23825|Meadows|Placerita JH|Hart HS
Hilse|Ln|23000|23051|Wiley Cyn|Placerita JH|Hart HS
Hilton|Ct|18600|18699|Leona Cox|Sierra Vista JH|Canyon HS
Himalayan|Ct|18501|18529|Leona Cox|Sierra Vista JH|Canyon HS
Hipshot|Dr|31500|31675|Northlake Hills|Castaic MS|Castaic HS
Hob|Ct|28516|28526|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Hog Farm|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Hogan|Dr|25700|25799|Meadows|Placerita JH|Hart HS
Holiday|Cr|25700|25719|Pico Cyn|Rancho Pico JH|West Ranch HS
Holly|Ct|22400|22416|Mountain View|Rio Norte JH|Valencia HS
Holly|Dr|19802|20055|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Holly Beach|Dr|25400|25422|Newhall|Placerita JH|Hart HS
Holly Ridge|Dr|23300|23351|Santa Clarita|Arroyo Seco JH|Saugus HS
Hollyhock|Ct|25000|25099|Wiley Cyn|Rancho Pico JH|West Ranch HS
Hollyoak|Ct|25701|25716|Oak Hills|Rancho Pico JH|West Ranch HS
Hollywood|Ct|0|0|Emblem|Arroyo Seco JH|Saugus HS
Holmby|Ct|30150|30179|Live Oak|Castaic MS|Castaic HS
Holmes|Pl|25300|25499|Pico Cyn|Rancho Pico JH|West Ranch HS
Holms|Ct|22500|22515|Foster|Arroyo Seco JH|Saugus HS
Holt|Av|15900|15999|Sulphur Springs|Sierra Vista JH|Canyon HS
Holt Cyn|Rd|0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Homestead|Pl|22300|22399|Foster|Arroyo Seco JH|Saugus HS
Homry|Pl|27400|27424|Leona Cox|Sierra Vista JH|Canyon HS
Honby|Av|26911|27151|Rio Vista|La Mesa JH|Golden Valley HS
Honey Maple|St|17400|17499|Fair Oaks|La Mesa JH|Golden Valley HS
Honeycomb|Dr|27900|27945|Rosedell|Arroyo Seco JH|Saugus HS
Honeysuckle Hill|Dr|30200|30436|Pinetree|Sierra Vista JH|Canyon HS
Honiton|Av|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Honnold|Dr|22501|22588|Foster|Arroyo Seco JH|Saugus HS
Honorine|Ct|26511|26524|Valley View|La Mesa JH|Golden Valley HS
Hood|Wy|25600|25756|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Hope|Wy|0|0|Rio Vista|La Mesa JH|Golden Valley HS
Hope Cyn|Rd|26000|26699|Rio Vista|La Mesa JH|Golden Valley HS
Hopkins|Pl|25400|25452|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Horseshoe|Cr|28400|28599|Mountain View|Rio Norte JH|Valencia HS
Horseshoe|Ln|24800|24849|Newhall|Placerita JH|Hart HS
Hot Box Cyn|Rd|0|0|Golden Oak|La Mesa JH|Golden Valley HS
Hot Springs|Av|28020|28236|Skyblue Mesa|Sierra Vista JH|Canyon HS
Housman|Pl|25500|25630|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Houston|Ct|28300|28355|Plum Cyn|Arroyo Seco JH|Saugus HS
Howard Marie|Ct|28700|28750|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Huerta|Dr|26100|26171|Valencia Valley|Placerita JH|Hart HS
Huffy|St|20300|20399|Skyblue Mesa|Sierra Vista JH|Canyon HS
Hulsey|Ct|28300|28349|Plum Cyn|Arroyo Seco JH|Saugus HS
Hume Cyn|Rd|30600|30751|Mint Cyn|La Mesa JH|Golden Valley HS
Hummingbird|Cr|26800|26899|Rio Vista|La Mesa JH|Golden Valley HS
Hunstock|Av|29400|30149|Live Oak|Castaic MS|Castaic HS
Hunter|Ln|31600|31699|Northlake Hills|Castaic MS|Castaic HS
Huntington|Ln|26000|26049|Live Oak|Castaic MS|Castaic HS
Huntswood|Ln|26514|26549|Golden Oak|La Mesa JH|Golden Valley HS
Hurcule|Wy|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Husk|Av|30330|30330|Mint Cyn|La Mesa JH|Golden Valley HS
Huston|St|25103|25299|Pico Cyn|Rancho Pico JH|West Ranch HS
Huxley|Dr|25041|25578|Pico Cyn|Rancho Pico JH|West Ranch HS
Hydrangea|Wy|14611|14761|Pinetree|Sierra Vista JH|Canyon HS
Hyslo|Rd|0|0|Newhall|Placerita JH|Hart HS
Hyssop|Ln|27500|27751|Highlands|Arroyo Seco JH|Saugus HS
Icy Willow|Ln|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Ilana|Ln|29000|29199|Plum Cyn|Arroyo Seco JH|Saugus HS
Incline|Ln|28317|28480|Emblem|Rio Norte JH|Valencia HS
Indian Wells|Cr|23800|23825|Meadows|Placerita JH|Hart HS
Indies|Ln|28700|28711|Mitchell|Sierra Vista JH|Canyon HS
Industry|Dr|0|0|Live Oak|Castaic MS|Castaic HS
Infinity|Cr|28200|28374|Mountain View|Rio Norte JH|Valencia HS
Ingram|Ct|23300|23330|Helmers|Rio Norte JH|Valencia HS
Innsbruck Point|Ct|17704|17716|Fair Oaks|La Mesa JH|Golden Valley HS
Iris|Ct|27701|27713|Leona Cox|Sierra Vista JH|Canyon HS
Iris|Pl|27600|27669|Castaic Elem|Castaic MS|Castaic HS
Iron Cyn|Rd|15100|26801|Sulphur Springs|Sierra Vista JH|Canyon HS
Iron Horse|Pl|22000|22056|Mountain View|Rio Norte JH|Valencia HS
Ironshire|St|18500|18549|Leona Cox|Sierra Vista JH|Canyon HS
Ironstone|Dr|27600|27671|Leona Cox|La Mesa JH|Golden Valley HS
Ironwood|Dr|24901|24927|Bridgeport|Rancho Pico JH|West Ranch HS
Ironwood|Ln|29000|29047|Mountain View|Rio Norte JH|Valencia HS
Irving|Ln|25300|25399|Pico Cyn|Rancho Pico JH|West Ranch HS
Isabella|Pkwy|20200|28851|Rio Vista|La Mesa JH|Golden Valley HS
Island|Rd|27001|27079|Bridgeport|Rio Norte JH|Valencia HS
Island View|Ct|27100|27112|Bridgeport|Rio Norte JH|Valencia HS
Ives|Ct|28523|28564|Plum Cyn|Arroyo Seco JH|Saugus HS
Ivrea|Pl|26300|26357|Valencia Valley|Placerita JH|Hart HS
Ivy|Ln|0|0|Mc Grath|La Mesa JH|Golden Valley HS
Jacana|Ct|20000|20049|Rio Vista|La Mesa JH|Golden Valley HS
Jacaranda|Ln|24140|24161|Bridgeport|Rio Norte JH|Valencia HS
Jackson|St|29700|30001|Live Oak|Castaic MS|Castaic HS
Jade|Ct|27700|27715|Northlake Hills|Castaic MS|Castaic HS
Jakes|Wy|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Jakes|Wy|18200|18399|Valley View|La Mesa JH|Golden Valley HS
Janel|Av|24300|24360|Peachland|Placerita JH|Hart HS
Janzer|Ct|20401|20425|Rio Vista|La Mesa JH|Golden Valley HS
Jarana|Ct|27040|27090|Santa Clarita|Arroyo Seco JH|Saugus HS
Jasmine|Ln|25200|25260|Wiley Cyn|Rancho Pico JH|West Ranch HS
Jasmine Valley|Dr|30200|30559|Pinetree|Sierra Vista JH|Canyon HS
Jason|Dr|0|0|Valley View|La Mesa JH|Golden Valley HS
Jason|Dr|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Jasper|Ct|26100|26120|Oak Hills|Rancho Pico JH|West Ranch HS
Jasper|Wy|27500|27574|Northlake Hills|Castaic MS|Castaic HS
Jato|Rd|0|0|Newhall|Placerita JH|Hart HS
Jay Carroll|Dr|20201|20639|Plum Cyn|Arroyo Seco JH|Saugus HS
Jeffers|Ln|21603|22034|Rosedell|Arroyo Seco JH|Saugus HS
Jena|Dr|24601|24651|Wiley Cyn|Rancho Pico JH|West Ranch HS
Jeniel|Ct|22500|22542|Newhall|Placerita JH|Hart HS
Jennifer|Ct|20200|20216|Rio Vista|La Mesa JH|Golden Valley HS
Jennifer|Pl|24300|24451|Wiley Cyn|Rancho Pico JH|West Ranch HS
Jenny|Ct|20730|20775|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Jerry|Pl|28400|28499|Plum Cyn|Arroyo Seco JH|Saugus HS
Jetty|Ln|23356|23368|Bridgeport|Rio Norte JH|Valencia HS
Jimpson|Wy|21201|21317|Rio Vista|La Mesa JH|Golden Valley HS
Jodi|Pl|22000|22064|Highlands|Arroyo Seco JH|Saugus HS
Joel|St|20600|20629|Rosedell|Arroyo Seco JH|Saugus HS
John Russell|Dr|23400|23699|Valencia Valley|Placerita JH|Hart HS
Johnson|Rd|27800|27899|Northlake Hills|Castaic MS|Castaic HS
Johnson|Rd|34900|35199|Mint Cyn|La Mesa JH|Golden Valley HS
Josel|Dr|26300|26549|Sulphur Springs|Sierra Vista JH|Canyon HS
Joseph Hooper|Dr|27000|27099|Sulphur Springs|Sierra Vista JH|Canyon HS
Joshua|Dr|24000|24199|Tesoro Del Valle|Rio Norte JH|Valencia HS
Joyce|Pl|25300|25363|Pico Cyn|Rancho Pico JH|West Ranch HS
